0,0.003
0.1,0.003
0.2,0.003
0.3,0.003
0.4,0.0032
0.5,0.0036
0.6,0.0046
0.7,0.0072
0.8,0.01
0.9,0.0132
1,0.0174
1.1,0.022
1.2,0.0271
1.3,0.0329
1.4,0.0401
1.5,0.0473
1.6,0.0553
1.7,0.0646
1.8,0.0734
1.9,0.0827
2,0.0911
2.1,0.1021
2.2,0.1107
2.3,0.1209
2.4,0.1306
2.5,0.14
2.6,0.1482
2.7,0.1555
2.8,0.1637
2.9,0.1703
3,0.1762
3.1,0.182
3.2,0.187
3.3,0.1908
3.4,0.1943
3.5,0.1975
3.6,0.2004
3.7,0.2028
3.8,0.2047
3.9,0.2066
4,0.2083
4.1,0.2095
4.2,0.2106
4.3,0.2113
4.4,0.2119
4.5,0.2119
4.6,0.2119
